Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score,Total Implementation Cost,Carbon Emissions (kg CO2e),Recycling Rate (%),Energy Consumption (MWh),Use of Renewable Energy (%),Green Packaging Usage (%)
Dunn Tire,Lean Manufacturing,20000,5.5,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,3385358,551000,62,315500,65,51
Belle Tire,Lean Manufacturing,500,7,15,91,90,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,82,10,10,Medium,85,80,106402149,552000,63,316000,50,52
Sullivan Tire and Auto Service,Lean Manufacturing,200,4.5,3,97,89,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",81,18,5,High,90,88,82008892,553000,64,316500,51,53
Bruce's Tire,Lean Manufacturing,300,10,12,91,88,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,82,11,10,High,88,85,105243378,554000,65,317000,52,54
Plaza Tire Service,Agile SCM,100,5,10,94,87,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,81,12,7,High,90,85,32049004,555000,66,317500,53,55
Fleet Farm,Lean Manufacturing,250,6,11,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,69739573,556000,67,318000,54,56
Costco Tire Center,Agile SCM,20000,5,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,73422992,557000,68,318500,55,57
Sam's Club Tire & Battery Center,Lean Manufacturing,150,4.2,10,90,85,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,76737384,558000,69,319000,56,58
Sears Auto Center,Cross-Docking,1300000,6.5,22,89,92,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,84504548,559000,70,319500,57,59
Walmart Auto Care Centers,Agile SCM,200,7.5,18,90,88,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85,104157976,560000,60,320000,58,60
Pep Boys,Lean Manufacturing,200,5.8,18,88,89,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,80,10,12,Medium,85,80,69426201,561000,61,320500,59,40
O'Reilly Auto Parts,Agile SCM,500,5,18,87,90,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,80,9,15,Medium,85,80,2667868,562000,62,321000,60,41
AutoZone,Sustainable SCM,150,5.5,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,89966607,563000,63,321500,61,42
Advance Auto Parts,Agile SCM,250,6.5,14,90,88,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,85,9,12,Medium,85,85,94923792,564000,64,322000,62,43
NAPA Auto Parts,Lean Manufacturing,300,6,8,94,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,82,12,7,High,90,85,95000617,565000,65,322500,63,44
Jiffy Lube,Agile SCM,100000,5,15,91,88,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,81,10,12,Medium,85,85,38673355,566000,66,323000,64,45
Valvoline Instant Oil Change,Demand-Driven SCM,200,5.8,4,95,91,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,85,12,5,High,90,85,74936359,567000,67,323500,65,46
Meineke,Agile SCM,10000,4,15,95,89,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,85,8,12,Medium,88,85,1722321,568000,68,324000,50,47
Firestone Complete Auto Care,Lean Manufacturing,1000000,4.5,12,89,90,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,48515839,569000,69,324500,51,48
Goodyear Auto Service,Agile SCM,200,5.5,8,94,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85,102542787,570000,70,325000,52,49
Midas,Lean Manufacturing,300,5.8,11,90,91,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,32474984,571000,60,325500,53,50
Big O Tires,Agile SCM,150,5.2,9,93,87,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,80,10,7,High,90,85,16845365,572000,61,326000,54,51
Les Schwab Tire Centers,Lean Manufacturing,100,4.2,5,93,93,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,80,11,5,High,90,85,47936137,573000,62,326500,55,52
Discount Tire,Vendor Managed Inventory,100,8.2,10,92,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,86117866,574000,63,327000,56,53
Tire Kingdom,Efficient Consumer Response,300,4.2,10,92,92,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,71709885,575000,64,327500,57,54
NTB - National Tire & Battery,Sustainable SCM,400,5,8,94,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,82,12,7,High,90,85,25050091,576000,65,328000,58,55
America's Tire,Lean Manufacturing,400,5.8,20,89,89,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,81,9,12,Medium,85,80,29264327,577000,66,328500,59,56
Mavis Discount Tire,Agile SCM,300,4,7,98,85,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,69019570,578000,67,329000,60,57
Tuffy Tire & Auto Service,Lean Manufacturing,150,4,18,87,85,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,65541802,579000,68,329500,61,58
Precision Tune Auto Care,Agile SCM,500,6,9,93,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,26063246,580000,69,330000,62,59
Mr. Tire Auto Service Centers,Demand-Driven SCM,300,4.5,15,91,89,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,529526,581000,70,330500,63,60
Hibdon Tires Plus,Lean Manufacturing,200,6.5,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,100357450,582000,60,331000,64,40
Tire Warehouse,Agile SCM,20000,6,10,90,90,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,80,11,8,High,87,85,18100700,583000,61,331500,65,41
Town Fair Tire,Vendor Managed Inventory,500,4.2,12,88,91,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,80,8,15,Medium,80,78,108664779,584000,62,332000,50,42
Tire Barn Warehouse,Vendor Managed Inventory,100,4.5,12,89,87,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,97684849,585000,63,332500,51,43
Tires Plus,Agile SCM,200,10,12,90,89,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,85,9,8,High,88,85,71531066,586000,64,333000,52,44
Tire Discounters,Agile SCM,20000,6.2,14,90,90,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,82,9,12,Medium,85,85,62460304,587000,65,333500,53,45
AAA Car Care,Sustainable SCM,400,4.2,10,92,88,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,81,11,8,High,88,85,19699314,588000,66,334000,54,46
Big Brand Tire & Service,Vendor Managed Inventory,1500,5,10,94,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,34655000,589000,67,334500,55,47
Dunn Tire,Just-In-Time,200,6,14,88,92,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,85,10,10,Medium,85,80,46792156,590000,68,335000,56,48
Belle Tire,Vendor Managed Inventory,500,5,8,94,88,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,85,10,5,High,90,85,8658145,591000,69,335500,57,49
Sullivan Tire and Auto Service,Lean Manufacturing,300,5.2,11,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,62182822,592000,70,336000,58,50
Bruce's Tire,Lean Manufacturing,500,4.2,10,90,92,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,65377053,593000,60,336500,59,51
Plaza Tire Service,Lean Manufacturing,250,4.2,11,90,89,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,80,10,8,High,88,85,78535843,594000,61,337000,60,52
Fleet Farm,Vendor Managed Inventory,300,5.8,10,93,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,80,10,8,High,90,85,78384477,595000,62,337500,61,53
Costco Tire Center,Agile SCM,250,4,11,90,88,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,20560092,596000,63,338000,62,54
Sam's Club Tire & Battery Center,Vendor Managed Inventory,10000,10,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,74023415,597000,64,338500,63,55
Sears Auto Center,Agile SCM,100,4,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",82,20,5,High,90,85,87220898,598000,65,339000,64,56
Walmart Auto Care Centers,Agile SCM,75000,6,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,81,11,10,High,88,85,89843596,599000,66,339500,65,57
Pep Boys,Lean Manufacturing,70000,5.2,18,87,88,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,82,9,15,Medium,85,80,58743504,600000,67,340000,50,58
O'Reilly Auto Parts,Lean Manufacturing,100,6,12,89,90,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,81,10,10,Medium,85,80,73963365,601000,68,340500,51,59
AutoZone,Agile SCM,200,50,18,88,90,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,61088,602000,69,341000,52,60
Advance Auto Parts,Lean Manufacturing,500,6.2,11,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,13022705,603000,70,341500,53,40
NAPA Auto Parts,Vendor Managed Inventory,300,4.2,10,92,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,80558428,604000,60,342000,54,41
Jiffy Lube,Lean Manufacturing,300,10,10,90,94,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,23484188,605000,61,342500,55,42
Valvoline Instant Oil Change,Demand-Driven SCM,500,5.2,10,92,91,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85,13081783,606000,62,343000,56,43
Meineke,Lean Manufacturing,400,3.5,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,80,10,8,High,90,85,61071027,607000,63,343500,57,44
Firestone Complete Auto Care,Sustainable SCM,150,8.2,20,88,87,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,80,10,12,Medium,85,80,105747066,608000,64,344000,58,45
Goodyear Auto Service,Lean Manufacturing,100,5.2,18,90,91,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85,47911177,609000,65,344500,59,46
Midas,Vendor Managed Inventory,200,7,7,98,89,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90,103221528,610000,66,345000,60,47
Big O Tires,Lean Manufacturing,150,5.5,10,93,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,82,10,8,High,90,85,22178435,611000,67,345500,61,48
Les Schwab Tire Centers,Vendor Managed Inventory,20000,6,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,81,11,10,High,88,85,38498938,612000,68,346000,62,49
Discount Tire,Agile SCM,100,6,22,89,89,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,53363405,613000,69,346500,63,50
Tire Kingdom,Lean Manufacturing,1300000,10,10,94,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,82396203,614000,70,347000,64,51
NTB - National Tire & Battery,Agile SCM,200,8.3,15,91,90,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,31657525,615000,60,347500,65,52
America's Tire,Sustainable SCM,300,6,11,90,93,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,22993421,616000,61,348000,50,53
Mavis Discount Tire,Lean Manufacturing,100,5,20,88,85,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80,35581226,617000,62,348500,51,54
Tuffy Tire & Auto Service,Agile SCM,400,7.5,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85,96302108,618000,63,349000,52,55
Precision Tune Auto Care,Lean Manufacturing,150,6,12,89,88,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,80,10,10,Medium,85,80,94804868,619000,64,349500,53,56
Healthcare Companies (continued):,Vendor Managed Inventory,150,6,11,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,16037628,620000,65,350000,54,57
Mr. Tire Auto Service Centers,Agile SCM,100,4,7,98,94,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,62468860,621000,66,350500,55,58
Hibdon Tires Plus,Sustainable SCM,300,4.2,18,88,91,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,82,10,12,Medium,85,80,11392367,622000,67,351000,56,59
Tire Warehouse,Vendor Managed Inventory,150,4.5,12,91,89,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,81,11,10,High,88,85,5723602,623000,68,351500,57,60
Town Fair Tire,Just-In-Time,500,5,11,90,93,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,83139153,624000,69,352000,58,40
Tire Barn Warehouse,Lean Manufacturing,400,4.5,14,90,88,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,85,10,10,Medium,85,80,36093881,625000,70,352500,59,41
Tires Plus,Agile SCM,300,4,7,99,93,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,85,15,3,High,95,90,20568698,626000,60,353000,60,42
Tire Discounters,Demand-Driven SCM,300,5,10,93,92,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,72193786,627000,61,353500,61,43
AAA Car Care,Agile SCM,100,5.8,12,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,104001739,628000,62,354000,62,44
Big Brand Tire & Service,Agile SCM,300,5.5,7,98,91,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,80,12,3,High,95,90,36998517,629000,63,354500,63,45
Dunn Tire,Agile SCM,300,10.5,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80,29933824,630000,64,355000,64,46
Belle Tire,Cross-Docking,10000,5.8,9,92,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,85,12,8,High,88,85,88720438,631000,65,355500,65,47
Sullivan Tire and Auto Service,Agile SCM,20000,7,2,98,92,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85,30024205,632000,66,356000,50,48
Bruce's Tire,Lean Manufacturing,500,5.2,15,91,94,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,82,10,12,Medium,85,85,6659909,633000,67,356500,51,49
Plaza Tire Service,Just-In-Time,200,6,8,94,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,81,12,7,High,90,85,99471733,634000,68,357000,52,50
Fleet Farm,Agile SCM,100,7.2,10,92,90,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,51939267,635000,69,357500,53,51
Costco Tire Center,Demand-Driven SCM,150,6,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,106328086,636000,70,358000,54,52
Sam's Club Tire & Battery Center,Vendor Managed Inventory,250,5.5,9,93,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,61580594,637000,60,358500,55,53
Sears Auto Center,Vendor Managed Inventory,400,7,7,98,90,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90,109356967,638000,61,359000,56,54
Walmart Auto Care Centers,Vendor Managed Inventory,200,4.5,2,98,91,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,85,12,5,High,90,85,90053375,639000,62,359500,57,55
Pep Boys,Lean Manufacturing,20000,10,10,92,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,80,10,8,High,90,85,13953368,640000,63,360000,58,56
O'Reilly Auto Parts,Lean Manufacturing,500,5,15,91,89,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,80,10,10,Medium,85,80,95282727,641000,64,360500,59,57
AutoZone,Lean Manufacturing,200,6,3,97,88,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",85,18,5,High,90,88,16861871,642000,65,361000,60,58
Advance Auto Parts,Lean Manufacturing,300,5,12,91,87,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85,89268368,643000,66,361500,61,59
NAPA Auto Parts,Agile SCM,100,4.2,10,94,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,82,12,7,High,90,85,19164529,644000,67,362000,62,60
Jiffy Lube,Lean Manufacturing,250,6.5,11,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,81,11,10,High,88,85,77183766,645000,68,362500,63,40
Valvoline Instant Oil Change,Lean Manufacturing,20000,7.5,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,82,11,10,High,88,85,81052419,646000,69,363000,64,41
Meineke,Agile SCM,150,5.8,10,90,92,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,81,11,8,High,88,85,105258174,647000,70,363500,65,42
Firestone Complete Auto Care,Sustainable SCM,1300000,5,22,89,88,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,86601595,648000,60,364000,50,43
Goodyear Auto Service,Agile SCM,200,5.5,18,90,89,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85,82896668,649000,61,364500,51,44
Midas,Lean Manufacturing,200,6.5,18,88,90,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,21130344,650000,62,365000,52,45
Big O Tires,Agile SCM,500,6,18,87,90,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,79569120,651000,63,365500,53,46
Les Schwab Tire Centers,Demand-Driven SCM,150,5,10,93,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,66009352,652000,64,366000,54,47
Discount Tire,Agile SCM,250,5.8,14,90,91,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,80,9,12,Medium,85,85,7654910,653000,65,366500,55,48
Tire Kingdom,Lean Manufacturing,300,4,8,94,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,80,12,7,High,90,85,35213499,654000,66,367000,56,49
NTB - National Tire & Battery,Agile SCM,100000,4.5,15,91,91,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85,23637223,655000,67,367500,57,50
America's Tire,Lean Manufacturing,200,5.5,4,95,89,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,85,12,5,High,90,85,55403797,656000,68,368000,58,51
Mavis Discount Tire,Agile SCM,10000,5.8,15,95,90,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,82,8,12,Medium,88,85,62744323,657000,69,368500,59,52
Tuffy Tire & Auto Service,Lean Manufacturing,1000000,5.2,12,89,90,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,81,10,10,Medium,85,80,106388867,658000,70,369000,60,53
Precision Tune Auto Care,Vendor Managed Inventory,200,4.2,8,94,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85,108880613,659000,60,369500,61,54
Mr. Tire Auto Service Centers,Efficient Consumer Response,300,8.2,11,90,87,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,106469763,660000,61,370000,62,55
Hibdon Tires Plus,Sustainable SCM,150,4.2,9,93,93,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,85,10,7,High,90,85,23685748,661000,62,370500,63,56
Tire Warehouse,Lean Manufacturing,100,5,5,93,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,85,11,5,High,90,85,85390465,662000,63,371000,64,57
Town Fair Tire,Agile SCM,100,5.8,10,92,92,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,49583877,663000,64,371500,65,58
Tire Barn Warehouse,Lean Manufacturing,300,4,10,92,89,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,80,12,8,High,89,85,100346633,664000,65,372000,50,59
Tires Plus,Agile SCM,400,4,8,94,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,80,12,7,High,90,85,99483855,665000,66,372500,51,60
Tire Discounters,Demand-Driven SCM,400,6,20,89,85,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,12,Medium,85,80,40910173,666000,67,373000,52,40
AAA Car Care,Lean Manufacturing,300,4.5,7,98,85,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,23508103,667000,68,373500,53,41
Big Brand Tire & Service,Agile SCM,150,6.5,18,87,88,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,82,9,15,Medium,85,80,69562617,668000,69,374000,54,42
Dunn Tire,Vendor Managed Inventory,500,6,9,93,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,81,11,8,High,91,85,89589818,669000,70,374500,55,43
Belle Tire,Vendor Managed Inventory,1200,4.2,15,91,88,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,10959015,670000,60,375000,56,44
Sullivan Tire and Auto Service,Agile SCM,359,4.5,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,45968758,671000,61,375500,57,45
Bruce's Tire,Agile SCM,459,10,10,90,91,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,85,11,8,High,87,85,44165850,672000,62,376000,58,46
Plaza Tire Service,Sustainable SCM,876,6.2,12,88,87,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,85,8,15,Medium,80,78,36081387,673000,63,376500,59,47
Fleet Farm,Vendor Managed Inventory,655,4.2,12,89,89,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,38791629,674000,64,377000,60,48
Costco Tire Center,Just-In-Time,4444,5,12,90,90,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,80,9,8,High,88,85,37342773,675000,65,377500,61,49
Sam's Club Tire & Battery Center,Vendor Managed Inventory,433,6,14,90,88,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,80,9,12,Medium,85,85,60472383,676000,66,378000,62,50
Sears Auto Center,Lean Manufacturing,12000,5,10,92,89,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85,109500887,677000,67,378500,63,51
Walmart Auto Care Centers,Lean Manufacturing,300,5.2,10,94,92,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,67606427,678000,68,379000,64,52
Pep Boys,Lean Manufacturing,200,4.2,14,88,88,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,82,10,10,Medium,85,80,78911294,679000,69,379500,65,53
O'Reilly Auto Parts,Vendor Managed Inventory,20000,4.2,8,94,89,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,81,10,5,High,90,85,59855505,680000,70,380000,50,54
AutoZone,Agile SCM,500,5.8,11,91,92,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,52631084,681000,60,380500,51,55
Advance Auto Parts,Vendor Managed Inventory,100,4,10,90,89,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,103312087,682000,61,381000,52,56
NAPA Auto Parts,Agile SCM,200,10,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,85,10,8,High,88,85,5001046,683000,62,381500,53,57
Jiffy Lube,Agile SCM,20000,4,10,93,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,58245346,684000,63,382000,54,58
Valvoline Instant Oil Change,Lean Manufacturing,400,6,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,34045667,685000,64,382500,55,59
Meineke,Lean Manufacturing,1500,5.2,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85,85157822,686000,65,383000,56,60
Firestone Complete Auto Care,Agile SCM,200,6,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",80,20,5,High,90,85,12796933,687000,66,383500,57,40
Goodyear Auto Service,Lean Manufacturing,500,50,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,54847137,688000,67,384000,58,41
Midas,Vendor Managed Inventory,300,6.2,18,87,90,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,43558993,689000,68,384500,59,42
Big O Tires,Lean Manufacturing,500,4.2,12,89,90,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,82,10,10,Medium,85,80,103982441,690000,69,385000,60,43
